ID,CREDITSTATUS,GENDER,OWNCAR,OWNPROPERTY,CHILDRENCOUNT,INCOMETOTAL,INCOMETYPE,EDUCATIONLEVEL,MARITALSTATUS,HOUSINGTYPE,MOBILE,EMAIL,OCCUPATION,FAMSIZE
5041792,C,M,N,N,0,225000,Working,Incomplete higher,Married,House / apartment,1,0,Drivers,2
5041798,X,F,N,N,0,211500,Working,Secondary / secondary special,Married,House / apartment,1,0,Cleaning staff,2
5041799,C,F,N,N,0,211500,Working,Secondary / secondary special,Married,House / apartment,1,0,Cleaning staff,2
5041810,C,F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
5041811,X,F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
5041812,X,F,N,N,1,112500,Commercial associate,Higher education,Separated,House / apartment,1,0,Private service staff,2
5041813,C,F,N,N,1,112500,Commercial associate,Higher education,Separated,House / apartment,1,0,Private service staff,2
5041828,0,F,Y,N,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Sales staff,2
5041832,C,F,Y,N,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Sales staff,2
5041833,X,F,Y,N,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Sales staff,2
5041864,X,F,N,N,0,202500,Commercial associate,Higher education,Widow,House / apartment,1,0,,1
5041866,C,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,,3
5041874,0,F,N,N,0,67500,Pensioner,Secondary / secondary special,Widow,Municipal apartment,1,0,,1
5041884,C,F,N,N,0,180000,Working,Higher education,Married,House / apartment,1,0,Core staff,2
5041899,C,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
5041906,0,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
5041917,X,M,N,N,0,99000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,2
5041920,0,M,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5041922,X,M,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5041924,0,M,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5041934,X,M,N,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
5041938,X,M,N,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
5041947,C,F,N,N,0,405000,Working,Higher education,Married,House / apartment,1,0,,2
5041960,X,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2
5041962,C,F,N,N,0,157500,Working,Secondary / secondary special,Civil marriage,With parents,1,0,Low-skill Laborers,2
5041963,X,F,N,N,0,157500,Working,Secondary / secondary special,Civil marriage,With parents,1,0,Low-skill Laborers,2
5041964,0,F,N,N,0,157500,Working,Secondary / secondary special,Civil marriage,With parents,1,0,Low-skill Laborers,2
5041972,C,F,N,N,0,211500,Commercial associate,Higher education,Married,With parents,1,0,Laborers,2
5041980,C,F,N,N,0,211500,Commercial associate,Higher education,Married,With parents,1,0,Laborers,2
5041984,C,F,N,N,1,81000,Working,Higher education,Married,House / apartment,1,0,Sales staff,3
5041986,X,F,N,N,0,247500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,2
5041994,C,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5041996,X,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5042008,C,F,N,N,0,315000,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,,2
5042018,C,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
5042022,0,F,N,N,0,202500,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,Managers,1
5042024,C,F,N,N,0,202500,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,Managers,1
5042026,0,F,N,N,0,202500,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,Managers,1
5042028,C,M,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
5042033,0,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
5042037,X,F,N,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
5042043,C,F,N,N,0,81000,Pensioner,Higher education,Single / not married,House / apartment,1,0,,1
5042059,X,F,Y,N,2,270000,State servant,Higher education,Married,House / apartment,1,0,,4
5042060,0,F,Y,N,2,270000,State servant,Higher education,Married,House / apartment,1,0,,4
5042065,C,F,Y,N,2,270000,State servant,Higher education,Married,House / apartment,1,0,,4
5042073,C,F,Y,N,2,270000,State servant,Higher education,Married,House / apartment,1,0,,4
5042082,C,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,1,0,Accountants,2
5042084,C,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,1,0,Accountants,2
5042087,C,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,1,0,Accountants,2
5042095,X,F,N,N,1,108000,Working,Secondary / secondary special,Separated,House / apartment,1,0,,2
5042097,C,F,N,N,1,108000,Working,Secondary / secondary special,Separated,House / apartment,1,0,,2
5042099,C,F,N,N,1,108000,Working,Secondary / secondary special,Separated,House / apartment,1,0,,2
5042107,C,F,N,N,0,144000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Sales staff,2
5042113,0,F,N,N,0,144000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Sales staff,2
5042122,C,F,Y,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5042124,C,F,Y,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5042143,C,F,N,N,0,247500,Working,Higher education,Married,House / apartment,1,0,Managers,2
5042145,C,F,Y,N,2,90000,State servant,Higher education,Married,House / apartment,1,0,Core staff,4
5042164,X,F,N,N,0,180000,Pensioner,Higher education,Married,House / apartment,1,0,,2
5042184,X,F,N,N,0,135000,State servant,Higher education,Married,House / apartment,1,0,Core staff,2
5042190,C,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
5042198,0,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
5042199,0,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
5042207,C,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,Drivers,2
5042213,0,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,Drivers,2
5042214,C,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,Drivers,2
5042215,C,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,Drivers,2
5042217,0,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,Drivers,2
5042219,C,M,Y,N,0,315000,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,Sales staff,1
5042220,C,M,Y,N,0,315000,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,Sales staff,1
5042221,X,F,N,N,0,162000,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2
5042233,C,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,1
5042234,X,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,1
5042236,C,M,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Low-skill Laborers,2
5042239,C,M,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Low-skill Laborers,2
5042249,C,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,2
5042252,0,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,2
5042254,C,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,2
5042259,C,F,N,Y,0,405000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5042273,X,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5042289,0,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Secretaries,1
5042290,X,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Secretaries,1
5042293,1,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,Cooking staff,2
5042296,C,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,3
5042300,C,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,3
5042306,C,F,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
5042307,0,F,N,N,0,90000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Cooking staff,2
5042308,C,F,N,Y,2,157500,State servant,Higher education,Married,House / apartment,1,0,Accountants,4
5042309,C,F,N,Y,2,157500,State servant,Higher education,Married,House / apartment,1,0,Accountants,4
5042314,X,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,,1
5042317,X,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,,1
5042320,C,M,N,Y,0,202500,Working,Incomplete higher,Civil marriage,House / apartment,1,1,Core staff,2
5042321,0,M,N,Y,0,202500,Working,Incomplete higher,Civil marriage,House / apartment,1,1,Core staff,2
5042332,C,F,N,Y,1,90000,Working,Higher education,Married,House / apartment,1,0,Laborers,3
5042355,C,M,Y,Y,2,202500,Working,Higher education,Married,House / apartment,1,0,Laborers,4
5042356,C,M,Y,Y,2,202500,Working,Higher education,Married,House / apartment,1,0,Laborers,4
5044490,0,F,Y,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,1,0,,1
5044565,X,F,N,N,0,270000,Working,Incomplete higher,Civil marriage,House / apartment,1,0,,2
5044630,X,F,Y,N,1,135000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,Accountants,2
5044635,C,F,Y,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5044667,0,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5044681,0,F,N,Y,0,90000,Working,Lower secondary,Single / not married,House / apartment,1,0,Core staff,1
5044818,0,F,N,Y,0,135000,Working,Higher education,Single / not married,House / apartment,1,0,Managers,1
5044917,C,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2
5044919,C,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2
5044929,C,F,N,Y,0,67500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2
5044940,C,M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,1,0,Managers,4
5044941,C,M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,1,0,Managers,4
5044988,0,F,N,Y,0,141750,Pensioner,Higher education,Married,House / apartment,1,0,,2
5045030,0,F,Y,Y,1,121500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,3
5045046,X,F,N,N,0,202500,Working,Higher education,Single / not married,House / apartment,1,1,Laborers,1
5045065,0,M,N,Y,2,675000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Drivers,4
5045067,0,F,N,Y,0,135000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,Core staff,2
5045091,C,F,Y,Y,0,157500,Pensioner,Higher education,Married,House / apartment,1,0,,2
5045093,C,F,Y,Y,0,157500,Pensioner,Higher education,Married,House / apartment,1,0,,2
5045138,X,F,N,N,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Cooking staff,3
5045166,C,F,Y,Y,2,126000,Working,Incomplete higher,Married,House / apartment,1,0,Core staff,4
5045167,0,F,Y,Y,2,126000,Working,Incomplete higher,Married,House / apartment,1,0,Core staff,4
5045183,0,F,N,Y,0,450000,Working,Secondary / secondary special,Married,House / apartment,1,0,Cleaning staff,2
5045230,C,M,N,Y,0,99000,Working,Secondary / secondary special,Separated,House / apartment,1,0,,1
5045255,X,F,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,3
5045287,C,F,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Medicine staff,1
5045310,X,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,Private service staff,1
5045348,X,M,Y,Y,0,176400,Commercial associate,Higher education,Married,Rented apartment,1,0,Sales staff,2
5045349,X,F,N,Y,0,90000,Working,Secondary / secondary special,Widow,House / apartment,1,0,Cooking staff,1
5045352,C,F,N,Y,1,76500,Working,Incomplete higher,Married,With parents,1,0,Sales staff,3
5045353,C,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5045355,X,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5045357,0,M,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2
5045360,X,M,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2
5045364,0,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1
5045368,C,M,N,N,0,166500,Working,Incomplete higher,Single / not married,Municipal apartment,1,0,Cooking staff,1
5045374,C,F,N,Y,1,157500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Cleaning staff,3
5045375,0,F,N,Y,1,157500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Cleaning staff,3
5045412,0,F,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4
5045415,0,F,Y,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5045421,C,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2
5045422,X,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2
5045435,C,M,N,N,1,135000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Laborers,3
5045436,C,M,N,N,1,135000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Laborers,3
5045437,C,M,N,N,1,135000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Laborers,3
5045440,C,M,N,Y,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,1
5045445,C,M,N,Y,0,261000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5045462,0,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
5045468,C,F,N,Y,0,315000,Working,Higher education,Married,House / apartment,1,1,Accountants,2
5045469,C,F,N,Y,0,315000,Working,Higher education,Married,House / apartment,1,1,Accountants,2
5045476,0,M,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5045477,C,M,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5045483,C,M,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5045490,0,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,,1
5045491,X,F,N,Y,0,315000,State servant,Higher education,Married,House / apartment,1,0,Core staff,2
5045499,C,M,N,Y,2,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,4
5045502,C,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2
5045503,0,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2
5045516,C,M,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,,3
5045526,C,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
5045546,C,M,Y,N,2,225000,State servant,Higher education,Married,With parents,1,0,High skill tech staff,4
5045550,0,M,Y,N,2,225000,State servant,Higher education,Married,With parents,1,0,High skill tech staff,4
5045551,X,M,Y,N,1,180000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Drivers,3
5045554,0,M,Y,N,1,180000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Drivers,3
5045560,C,M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,,3
5045582,C,F,N,Y,3,157500,Working,Secondary / secondary special,Separated,House / apartment,1,0,Cooking staff,4
5045583,0,F,N,Y,3,157500,Working,Secondary / secondary special,Separated,House / apartment,1,0,Cooking staff,4
5045595,0,F,Y,Y,0,153000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
5045605,X,F,Y,N,0,112500,Working,Higher education,Married,Municipal apartment,1,0,,2
5045615,C,M,Y,Y,1,360000,Working,Higher education,Married,House / apartment,1,0,Drivers,3
5045636,C,M,Y,Y,1,139500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
5045637,0,M,Y,Y,1,139500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
5045648,C,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
5045652,C,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
5045654,1,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
5045656,0,M,N,Y,0,30150,Pensioner,Lower secondary,Married,House / apartment,1,0,,2
5045657,C,M,N,Y,0,30150,Pensioner,Lower secondary,Married,House / apartment,1,0,,2
5045662,0,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
5045670,C,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
5045676,X,F,N,Y,1,270000,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,Medicine staff,3
5045677,C,F,N,Y,1,270000,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,Medicine staff,3
5045696,C,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
5045698,0,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
5045700,C,F,N,Y,0,126000,Commercial associate,Higher education,Separated,House / apartment,1,0,Managers,1
5045701,C,F,N,Y,0,126000,Commercial associate,Higher education,Separated,House / apartment,1,0,Managers,1
5045723,C,M,N,N,1,216000,Commercial associate,Higher education,Separated,House / apartment,1,0,Laborers,2
5045731,C,F,N,Y,0,155250,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5045732,0,F,N,Y,0,155250,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5045739,C,M,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,Drivers,1
5045768,C,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,,1
5045771,C,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,,1
5045785,X,M,Y,N,0,225000,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,Managers,2
5045798,0,F,Y,N,0,202500,Working,Higher education,Married,House / apartment,1,0,Accountants,2
5045803,0,F,N,Y,0,52650,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5045824,C,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,1,0,,2
5045827,0,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,1,0,,2
5045833,C,F,N,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,1,0,Core staff,2
5045835,C,F,N,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,1,0,Core staff,2
5045850,0,F,Y,Y,2,315000,Commercial associate,Higher education,Married,With parents,1,0,Managers,4
5045852,C,F,Y,Y,2,315000,Commercial associate,Higher education,Married,With parents,1,0,Managers,4
5045856,C,F,Y,Y,2,315000,Commercial associate,Higher education,Married,With parents,1,0,Managers,4
5045857,0,F,Y,Y,2,315000,Commercial associate,Higher education,Married,With parents,1,0,Managers,4
5045859,C,M,N,N,0,121500,Working,Higher education,Married,House / apartment,1,0,,2
5045865,C,M,N,N,0,121500,Working,Higher education,Married,House / apartment,1,0,,2
5045866,C,F,Y,Y,1,315000,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,3
5045888,C,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1
5045895,C,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1
5045897,1,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1
5045901,C,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1
5045903,C,F,N,N,0,90000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,0,High skill tech staff,1
5045912,C,M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,Drivers,2
5045915,C,M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,Drivers,2
5045924,C,F,N,Y,0,40500,Pensioner,Lower secondary,Married,House / apartment,1,0,,2
5045927,C,F,N,Y,0,40500,Pensioner,Lower secondary,Married,House / apartment,1,0,,2
5045928,C,M,N,N,0,247500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1
5045930,C,M,N,N,0,247500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1
5045932,C,M,N,N,0,247500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1
5045934,C,M,N,N,0,247500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1
5045935,C,M,N,N,0,247500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1
5045940,X,F,Y,N,1,387000,Working,Higher education,Married,House / apartment,1,0,Managers,3
5045951,X,F,Y,N,1,387000,Working,Higher education,Married,House / apartment,1,0,Managers,3
5045962,C,M,N,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
5045964,0,M,N,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
5045966,C,M,Y,N,1,90000,Working,Secondary / secondary special,Married,With parents,1,0,Laborers,3
5045973,C,M,Y,N,1,90000,Working,Secondary / secondary special,Married,With parents,1,0,Laborers,3
5045975,X,M,Y,Y,1,360000,Working,Higher education,Married,House / apartment,1,0,Managers,3
5045980,C,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
5045981,C,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
5045982,C,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
5045986,C,F,N,N,0,117000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,0,Laborers,1
5045991,0,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
5045992,0,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
5045997,X,M,Y,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,Sales staff,1
5046006,C,F,N,Y,0,103500,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,Cooking staff,2
5046019,C,M,Y,Y,1,247500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Managers,3
5046021,C,M,Y,Y,1,247500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Managers,3
5046030,0,F,Y,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,3
5046033,C,F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2
5046034,0,F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2
5046038,0,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
5046041,C,F,N,Y,0,139500,State servant,Higher education,Married,House / apartment,1,0,Managers,2
5046043,C,F,N,Y,0,139500,State servant,Higher education,Married,House / apartment,1,0,Managers,2
5046048,C,F,N,Y,0,139500,State servant,Higher education,Married,House / apartment,1,0,Managers,2
5046056,C,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,,2
5046061,C,F,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,2
5046081,C,F,Y,Y,2,112500,State servant,Lower secondary,Married,House / apartment,1,0,Medicine staff,4
5046086,C,F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
5046097,0,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
5046109,0,F,N,Y,2,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Cleaning staff,4
5046110,C,M,N,N,0,126000,Working,Higher education,Single / not married,House / apartment,1,0,Core staff,1
5046114,C,M,N,N,0,126000,Working,Higher education,Single / not married,House / apartment,1,0,Core staff,1
5046115,C,M,N,N,0,126000,Working,Higher education,Single / not married,House / apartment,1,0,Core staff,1
5046117,C,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
5046120,0,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
5046126,C,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
5046128,0,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
5046131,0,M,N,Y,1,117000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,3
5046133,0,M,N,Y,1,117000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,3
5046134,0,M,N,Y,0,81000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
5046135,C,M,N,N,0,225000,Commercial associate,Secondary / secondary special,Separated,Rented apartment,1,0,Drivers,1
5046138,0,M,N,N,0,225000,Commercial associate,Secondary / secondary special,Separated,Rented apartment,1,0,Drivers,1
5046141,C,F,N,Y,0,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,2
5046148,C,F,Y,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
5046150,C,F,Y,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
5046151,C,F,Y,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
5046152,C,F,Y,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
5046158,0,F,Y,Y,0,45000,Pensioner,Higher education,Married,House / apartment,1,0,,2
5046161,C,F,Y,Y,0,45000,Pensioner,Higher education,Married,House / apartment,1,0,,2
5046169,X,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Security staff,2
5046181,C,F,N,N,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
5046183,C,F,N,Y,2,115200,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4
5046185,C,F,Y,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5046213,X,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5046223,X,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
5046232,X,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,Drivers,1
5046237,X,F,N,Y,1,180000,Working,Higher education,Married,House / apartment,1,0,Managers,3
